GVKEY,YEAR,CUSIP,CITY,CONAME,INDDESC,STATE,EXECID,EXEC_FNAME,EXEC_FULLNAME,EXEC_LNAME,EXEC_MNAME,GENDER,NAMEPREFIX,PAGE,TITLE,Birthdate,Astrological_Sign,rownum,month,day,CEO,CEO_top,CEO_low,chief_including CEO,Chief_excluding CEO,chief_low,chief_low_CEO_low,SVP,VP,VP_SVP
24468,1956,09062X10,Cambridge,BIOGEN INC,Biotechnology,MA,23394,Peter,"Peter N. Kellogg, BSE, MBA","Kellogg, BSE,",N.,MALE,Mr.,60,"Chief Financial Officer, Chief Accounting Officer and Executive Vice",3/20/1956,Pisces,3401,3,20,,,,1,1,1,1,,,0
13599,1956,15102010,Summit,CELGENE CORP,Biotechnology,NJ,23394,Richar,Richard J. Johnson,Johnson,J.,MALE,Mr.,59,Chief Financial Officer and Executive Vice President,3/28/1956,Aries,2687,3,28,,,,1,1,1,1,,,0
8245,1956,69347510,Pittsburgh,PNC FINANCIAL SVCS GROUP INC,Regional Banks,PA,30987,Patric,Patricia E. Yarrington,Yarrington,E.,FEMA,Ms.,60,Chief Financial Officer and Vice President,4/2/1956,Aries,5067,4,2,,,,1,1,1,1,,,0
2991,1956,16676410,San Ramon,CHEVRON CORP,Integrated Oil & Gas,CA,39832,Nichol,Nicholas C. Fanandakis,Fanandakis,C.,MALE,Mr.,60,Chief Financial Officer and Executive Vice President,4/17/1956,Aries,4992,4,17,,,,1,1,1,1,,,0
4087,1956,26353410,Wilmington,DU PONT (E I) DE NEMOURS,Diversified Chemicals,DE,36854,John,John Rulli,Rulli,,MALE,Mr.,59,"Chief Administrative Officer, Chief Operating Officer of Malls and S",5/19/1956,Taurus,1971,5,19,,,,1,1,1,1,,,0
29389,1956,82880610,Indianapolis,SIMON PROPERTY GROUP INC,Retail REITs,IN,37452,Mark,Mark T. Savoff,Savoff,T.,MALE,Mr.,59,Chief Operating Officer and Executive Vice President,5/22/1956,Gemini,2399,5,22,,,,1,1,1,1,,,0
7366,1956,29364G10,New Orleans,ENTERGY CORP,Electric Utilities,LA,27715,Jeffre,Jeffrey S. Forbes,Forbes,S.,MALE,,60,"Chief Nuclear Officer, Executive Vice President of Nuclear Operation",5/23/1956,Gemini,4125,5,23,,,,1,1,1,1,,,0
3505,1956,,,ENTERGY CORP,,,45463,Mark,"Mark Elliott Brecher, M.D.","Brecher, M.D.",Ellio,MALE,Dr.,60,Chief Medical Officer and Senior Vice President,6/13/1956,Gemini,2349,6,13,,,,1,1,1,1,,,0
14960,1956,50540R40,Burlington,LABORATORY CP OF AMER HLDGS,Health Care Services,NC,45858,Steven,"Steven E. Shebik, CPA","Shebik, CPA",E.,MALE,Mr.,59,"Chief Financial Officer, Executive Vice President, Chief Financial O",6/19/1956,Gemini,3955,6,19,,,,1,1,1,1,,,0
28349,1956,2000210,Northbrook,ALLSTATE CORP,Property & Casualty Insurance,IL,44403,Michae,Michael G. Koppel,Koppel,G.,MALE,Mr.,59,Chief Financial Officer and Executive Vice President,7/3/1956,Cancer,2573,7,3,,,,1,1,1,1,,,0
7922,1956,65566410,Seattle,NORDSTROM INC,Department Stores,WA,21293,Andrew,Andrew P. Studdert,Studdert,P.,MALE,Mr.,,executive vp & chief operating officer,7/7/1956,Cancer,144,7,7,,,,1,1,1,1,,,0
10795,1956,91004710,Chicago,UNITED CONTINENTAL HLDGS INC,Airlines,IL,16675,Barry,Barry Nagler,Nagler,,MALE,Mr.,59,"Chief Legal Officer, Senior Vice President and Secretary",7/24/1956,Leo,261,7,24,,,,1,1,1,1,,,0
5518,1956,41805610,Pawtucket,HASBRO INC,Leisure Products,RI,31100,Wesley,Wesley R. Elingburg,Elingburg,R.,MALE,Mr.,60,"executive vp, chief finance officer & treasurer",7/27/1956,Leo,3214,7,27,,,,1,1,1,1,,,0
14960,1956,50540R40,Burlington,LABORATORY CP OF AMER HLDGS,Health Care Services,NC,13388,Susan,Susan D. Whiting,Whiting,D.,FEMA,Ms.,59,"Executive Vice President of The Media Measurement & Information, Vic",8/1/1956,Leo,4032,8,1,,,,1,1,1,1,,,0
100873,1956,G6518L10,Oxford,NIELSEN HOLDINGS PLC,Research & Consulting Services,Un,45057,Mark,Mark C. Good,Good,C.,MALE,Mr.,59,Chief Operating Officer and Senior Vice President,8/12/1956,Leo,2331,8,12,,,,1,1,1,1,,,0
10096,1956,74460D10,Glendale,PUBLIC STORAGE,Specialized REITs,CA,29196,E.,E. Mitchell Norville,Norville,Mitch,MALE,Mr.,62,"Chief Operating Officer, Executive Vice President and Member of Offi",8/13/1956,Leo,800,8,13,,,,1,1,1,1,,,0
64925,1956,10112110,Boston,BOSTON PROPERTIES INC,Office REITs,MA,29446,Jeffre,Jeffrey E. Epstein,Epstein,E.,MALE,Mr.,61,Chief Financial Officer and Executive Vice President,8/17/1956,Leo,1666,8,17,,,,1,1,1,1,,,0
12142,1956,68389X10,Redwood City,ORACLE CORP,Systems Software,CA,2733,Robert,Robert A. Hagemann,Hagemann,A.,MALE,Mr.,59,Chief Financial Officer and Senior Vice President,9/14/1956,Virgo,2754,9,14,,,,1,1,1,1,,,0
64166,1956,74834L10,Madison,QUEST DIAGNOSTICS INC,Health Care Services,NJ,19672,Paul,Paul J. Korus,Korus,J.,MALE,Mr.,59,Chief Financial Officer and Senior Vice President,9/14/1956,Virgo,5123,9,14,,,,1,1,1,1,,,0
150699,1956,17179810,Denver,CIMAREX ENERGY CO,Oil & Gas Exploration & Production,CO,24312,Stephe,"Stephen P. Squinto, Ph.D.","Squinto, Ph.D",P.,MALE,Dr.,60,"Co-Founder, Chief Global Operations Officer and Executive Vice Presi",9/19/1956,Virgo,3914,9,19,,,,1,1,1,1,,,0
62263,1956,1535110,New Haven,ALEXION PHARMACEUTICALS INC,Biotechnology,CT,43396,Jeffre,Jeffrey B. Weeden,Weeden,B.,MALE,Mr.,59,"Chief Financial Officer, Senior Executive Vice President and Member",10/4/1956,Libra,1656,10,4,,,,1,1,1,1,,,0
9783,1956,49326710,Cleveland,KEYCORP,Regional Banks,OH,26131,Barbar,Barbara L. Barcon,Barcon,L.,FEMA,Ms.,,vp-finance & chief finance officer-Pacific Gas & Electric Co.,10/4/1956,Libra,251,10,4,,,,1,1,1,1,,,0
8264,1956,69331C10,San Francisco,PG&E CORP,Electric Utilities,CA,35295,James,James D. Frias,Frias,D.,MALE,Mr.,59,"Chief Financial Officer, Executive Vice President and Treasurer",10/6/1956,Libra,1443,10,6,,,,1,1,1,1,,,0
8030,1956,67034610,Charlotte,NUCOR CORP,Steel,NC,40875,Michae,Michael S. Bahorich,Bahorich,S.,MALE,Mr.,60,Chief Technology Officer and Executive Vice President,10/9/1956,Libra,2660,10,9,,,,1,1,1,1,,,0
1678,1956,3741110,Houston,APACHE CORP,Oil & Gas Exploration & Production,TX,38018,R.,R. Joseph Stratman,Stratman,Josep,MALE,Mr.,59,Chief Digital Officer and Executive Vice President of Raw Materials,10/13/1956,Libra,3462,10,13,,,,1,1,1,1,,,0
8030,1956,67034610,Charlotte,NUCOR CORP,Steel,NC,45764,Howell,"Howell D. McCullough, III","McCullough, I",D.,MALE,Mr.,59,Chief Financial Officer and Senior Executive Vice President,10/22/1956,libra,1309,10,22,,,,1,1,1,1,,,0
5786,1956,44615010,Columbus,HUNTINGTON BANCSHARES,Regional Banks,OH,46892,Jonath,Jonathan Hargis,Hargis,,MALE,Mr.,59,Chief Marketing Officer and Executive Vice President,10/27/1956,Scorpio,2035,10,27,,,,1,1,1,1,,,0
126136,1956,16119P10,Stamford,CHARTER COMMUNICATIONS INC,Cable & Satellite,CT,50132,Frank,Frank S. Sklarsky,Sklarsky,S.,MALE,Mr.,59,former executive vp & chief finance officer,12/13/1956,Sagittarius,985,12,13,,,,1,1,1,1,,,0
3362,1956,20588710,Chicago,CONAGRA BRANDS INC,Packaged Foods & Meats,IL,28715,Frank,Frank S. Sklarsky,Sklarsky,S.,MALE,Mr.,59,Chief Financial Officer and Executive Vice President of Finance,12/13/1956,Sagittarius,986,12,13,,,,1,1,1,1,,,0
8247,1956,69350610,Pittsburgh,PPG INDUSTRIES INC,Specialty Chemicals,PA,28715,Nichol,Nicholas A. Utton,Utton,A.,MALE,Mr.,59,Chief Marketing Officer and Executive Vice President,12/17/1956,Sagittarius,4991,12,17,,,,1,1,1,1,,,0
63501,1956,26924640,New York,E TRADE FINANCIAL CORP,Investment Banking & Brokerage,NY,35674,Eric,Eric S. Rangen,Rangen,S.,MALE,Mr.,61,Chief Accounting Officer and Senior Vice President,12/18/1956,Sagittarius,897,12,18,,,,1,1,1,1,,,0
10903,1956,91324P10,Minnetonka,UNITEDHEALTH GROUP INC,Managed Health Care,MN,23795,Jeffre,"Jeffrey N. Carp, J.D.","Carp, J.D.",N.,MALE,Mr.,59,"Chief Legal Officer, Executive Vice President and Secretary",12/19/1956,Saggitarius,1691,12,19,,,,1,1,1,1,,,0
10035,1956,85747710,Boston,STATE STREET CORP,Asset Management & Custody Banks,MA,39870,Gregor,Gregory G. Maxwell,Maxwell,G.,MALE,Mr.,59,Chief Financial Officer and Executive Vice President of Finance,1/18/1957,capricorn,1199,1,18,,,,1,1,1,1,,,0
170841,1957,71854610,Houston,PHILLIPS 66,Oil & Gas Refining & Marketing,TX,44566,Jeffre,Jeffrey A. Hughes,Hughes,A.,MALE,Mr.,59,Chief Administrative Officer and Executive Vice President,1/21/1957,Aquarius,1650,1,21,,,,1,1,1,1,,,0
112168,1957,76075910,Phoenix,REPUBLIC SERVICES INC,Environmental & Facilities Services,AZ,42983,Steven,"Steven M. Glick, J.D.","Glick, J.D.",M.,MALE,Mr.,59,Chief Legal Officer and Senior Vice President,1/22/1957,Aquarius,3989,1,22,,,,1,1,1,1,,,0
10096,1957,74460D10,Glendale,PUBLIC STORAGE,Specialized REITs,CA,41265,Anthon,Anthony F. Crudele,Crudele,F.,MALE,Mr.,59,"Chief Financial Officer, Executive Vice President and Treasurer",1/29/1957,Aquarius,184,1,29,,,,1,1,1,1,,,0
29736,1957,89235610,Brentwood,TRACTOR SUPPLY CO,Specialty Stores,TN,13535,R.,R. Michael Crownover,Crownover,Micha,MALE,Mr.,58,Chief Administrative Officer and Executive Vice President,2/13/1957,Aquarius,3468,2,13,,,,1,1,1,1,,,0
15247,1957,91913Y10,San Antonio,VALERO ENERGY CORP,Oil & Gas Refining & Marketing,TX,47002,Craig,Craig T. Monaghan,Monaghan,T.,MALE,Mr.,59,former executive vp & chief finance officer,2/16/1957,,525,2,16,,,,1,1,1,1,,,0
9063,1957,05329W10,Fort Lauderdale,AUTONATION INC,Automotive Retail,FL,21968,David,David A. Aardsma,Aardsma,A.,MALE,Mr.,59,Chief Sales & Marketing Officer and Senior Vice President,2/28/1957,,638,2,28,,,,1,1,1,1,,,0
14477,1957,94106L10,Houston,WASTE MANAGEMENT INC,Environmental & Facilities Services,TX,47423,Daniel,"Daniel R. Marshak, Ph.D.","Marshak, Ph.D",R.,MALE,Dr.,59,Chief Scientific Officer and Senior Vice President,3/18/1957,,611,3,18,,,,1,1,1,1,,,0
4145,1957,71404610,Waltham,PERKINELMER INC,Life Sciences Tools & Services,MA,35250,Dougla,Douglas J. Wetmore,Wetmore,J.,MALE,Mr.,61,senior vp & chief finance officer,4/5/1957,Aries,761,4,5,,,,1,1,1,1,,,0
6078,1957,45950610,New York,INTL FLAVORS & FRAGRANCES,Specialty Chemicals,NY,18963,Bruce,Bruce F. Fleming,Fleming,F.,MALE,Mr.,58,Chief Marketing Officer and Executive Vice President,4/5/1957,Aries,404,4,5,,,,1,1,1,1,,,0
3026,1957,17134010,Ewing,CHURCH & DWIGHT INC,Household Products,NJ,36805,Richar,Richard L. Dalzell,Dalzell,L.,MALE,Mr.,,senior vp & chief information officer,4/7/1957,Aries,2704,4,7,,,,1,1,1,1,,,0
64768,1957,2313510,Seattle,AMAZON.COM INC,Internet & Direct Marketing Retail,WA,15057,Peter,Peter G. Leemputte,Leemputte,G.,MALE,Mr.,59,Chief Financial Officer and Executive Vice President,4/8/1957,Aries,3378,4,8,,,,1,1,1,1,,,0
180833,1957,58283910,Glenview,MEAD JOHNSON NUTRITION CO,Packaged Foods & Meats,IL,27817,Arthur,Arthur B. Winkleblack,Winkleblack,B.,MALE,Mr.,56,Chief Financial Officer and Executive Vice President,5/7/1957,Taurus,219,5,7,,,,1,1,1,1,,,0
5568,1957,50075410,Pittsburgh,KRAFT HEINZ CO,Packaged Foods & Meats,PA,25476,Peter,"Peter R. Mueller, Ph.D.","Mueller, Ph.D",R.,MALE,Dr.,59,"Chief Scientific Officer, Executive Vice President of Global Researc",5/11/1957,Taurus,3404,5,11,,,,1,1,1,1,,,0
24344,1957,92532F10,Boston,VERTEX PHARMACEUTICALS INC,Biotechnology,MA,27878,Richar,"Richard S. Levy, M.D.","Levy, M.D.",S.,MALE,Dr.,58,Chief Drug Development Officer and Executive Vice President,5/13/1957,Taurus,2727,5,13,,,,1,1,1,1,,,0
29127,1957,45337C10,Wilmington,INCYTE CORP,Biotechnology,DE,41375,John,John P. Nallen,Nallen,P.,MALE,Mr.,59,Chief Financial Officer and Senior Executive Vice President,5/13/1957,Taurus,1935,5,13,,,,1,1,1,1,,,0
12886,1957,90130A10,New York,TWENTY-FIRST CENTURY FOX INC,Movies & Entertainment,NY,46487,John,John J. Gasparovic,Gasparovic,J.,MALE,Mr.,58,"Chief Legal Officer, Executive Vice President and Secretary",6/18/1957,Gemini,1876,6,18,,,,1,1,1,1,,,0
28742,1957,9972410,Auburn Hills,BORGWARNER INC,Auto Parts & Equipment,MI,22998,Nancy,"Nancy J. Wysenski, B.Sc., M","Wysenski, B.S",J.,FEMA,Ms.,58,Chief Commercial Officer and Executive Vice President,6/19/1957,Gemini,4979,6,19,,,,1,1,1,1,,,0
24344,1957,92532F10,Boston,VERTEX PHARMACEUTICALS INC,Biotechnology,MA,33737,Richar,Richard M. Smith,Smith,M.,MALE,Mr.,59,senior vp & chief information officer,6/30/1957,Cancer,2714,6,30,,,,1,1,1,1,,,0
64410,1957,14313010,Richmond,CARMAX INC,Automotive Retail,VA,34303,Philip,Philip Fasano,Fasano,,MALE,Mr.,58,Chief Information Officer and Executive Vice President,7/2/1957,Cancer,3416,7,2,,,,1,1,1,1,,,0
1487,1957,2687478,New York,AMERICAN INTERNATIONAL GROUP,Multi-line Insurance,NY,48960,Ronald,Ronald D. McCray,McCray,D.,MALE,Mr.,58,senior vp-law & government affairs & chief compliance officer,7/6/1957,Cancer,3684,7,6,,,,1,1,1,1,,,0
6435,1957,49436810,Dallas,KIMBERLY-CLARK CORP,Household Products,TX,30880,Mark,Mark T. Spears,Spears,T.,MALE,Mr.,58,Chief Financial Officer and Executive Vice President,7/12/1957,Cancer,2400,7,12,,,,1,1,1,1,,,0
155394,1957,50188920,Chicago,LKQ CORP,Distributors,IL,29568,Frank,Frank A. Calderoni,Calderoni,A.,MALE,Mr.,61,Chief Financial Officer and Executive Vice President,7/24/1957,Leo,957,7,24,,,,1,1,1,1,,,0
20779,1957,17275R10,San Jose,CISCO SYSTEMS INC,Communications Equipment,CA,21602,Frank,Frank A. Calderoni,Calderoni,A.,MALE,Mr.,61,Chief Financial Officer and Executive Vice President of Operations,7/24/1957,Leo,958,7,24,,,,1,1,1,1,,,0
122841,1957,75657710,Raleigh,RED HAT INC,Systems Software,NC,21602,David,David F. Dierker,Dierker,F.,MALE,Mr.,58,Chief Administrative Officer and Corporate Executive Vice President,7/25/1957,,701,7,25,,,,1,1,1,1,,,0
10187,1957,86791410,Atlanta,SUNTRUST BANKS INC,Regional Banks,GA,37122,Willia,William A. Holl,Holl,A.,MALE,Mr.,58,former executive vp;executive vp & chief commercial officer-Acuity S,8/4/1957,Leo,3225,8,4,,,,1,1,1,1,,,0
146017,1957,00508Y10,Atlanta,ACUITY BRANDS INC,Electrical Components & Equipment,GA,32290,Carol,Carol E. Goldman,Goldman,E.,FEMA,Ms.,58,Chief Administration Officer and Executive Vice President,8/4/1957,Leo,488,8,4,,,,1,1,1,1,,,0
145552,1957,15135B10,St. Louis,CENTENE CORP,Managed Health Care,MO,34402,Richar,Richard J. Bressler,Bressler,J.,MALE,Mr.,59,senior executive vp & chief finance officer,8/31/1957,Virgo,2683,8,31,,,,1,1,1,1,,,0
13714,1957,12485720,New York,CBS CORP,Broadcasting,NY,10629,Robert,"Robert M. Knight, Jr.","Knight, Jr.",M.,MALE,Mr.,58,Chief Financial Officer and Executive Vice President of Finance,9/13/1957,Virgo,2895,9,13,,,,1,1,1,1,,,0
10867,1957,90781810,Omaha,UNION PACIFIC CORP,Railroads,NE,29298,Anil,Anil T. Cheriyan,Cheriyan,T.,MALE,Mr.,58,Chief Information Officer and Corporate Executive Vice President,9/13/1957,Virgo,165,9,13,,,,1,1,1,1,,,0
10187,1957,86791410,Atlanta,SUNTRUST BANKS INC,Regional Banks,GA,43946,David,David D. Cole,Cole,D.,MALE,Mr.,58,"Chief Accounting Officer, Executive Vice President of Operations Sup",9/15/1957,,685,9,15,,,,1,1,1,1,,,0
2884,1957,15670010,Monroe,CENTURYLINK INC,Integrated Telecommunication Services,LA,18860,Freder,Frederic F. Brace,Brace,F.,MALE,Mr.,58,executive vp & chief finance officer,9/15/1957,,1003,9,15,,,,1,1,1,1,,,0
10795,1957,91004710,Chicago,UNITED CONTINENTAL HLDGS INC,Airlines,IL,24154,Mary,Mary L. Brlas,Brlas,L.,FEMA,Ms.,58,Chief Financial Officer and Executive Vice President,9/29/1957,Libra,2453,9,29,,,,1,1,1,1,,,0
7881,1957,65163910,Greenwood Villag,NEWMONT MINING CORP,Gold,CO,22168,Mark,Mark S. Peek,Peek,S.,MALE,Mr.,,vp & chief accounting officer,9/30/1957,Libra,2395,9,30,,,,1,1,1,1,,,0
64768,1957,2313510,Seattle,AMAZON.COM INC,Internet & Direct Marketing Retail,WA,25449,James,James R. Hatfield,Hatfield,R.,MALE,Mr.,58,"Chief Financial Officer, Executive Vice President, Chief Financial O",10/9/1957,Libra,1544,10,9,,,,1,1,1,1,,,0
1075,1957,72348410,Phoenix,PINNACLE WEST CAPITAL CORP,Electric Utilities,AZ,12755,Vern,Vern D. Herbel,Herbel,D.,MALE,Mr.,58,Chief Administrative Officer and Executive Vice President,10/24/1957,Scorpio,3129,10,24,,,,1,1,1,1,,,0
10614,1957,89102710,McKinney,TORCHMARK CORP,Life & Health Insurance,TX,32853,Peter,Peter A. Ragauss,Ragauss,A.,MALE,Mr.,58,Chief Financial Officer and Senior Vice President,10/31/1957,Scorpio,5175,10,31,,,,1,1,1,1,,,0
1976,1957,5722410,Houston,BAKER HUGHES INC,Oil & Gas Equipment & Services,TX,30845,Ellen,"Ellen R. Strahlman, M.D., M","Strahlman, M.",R.,MALE,Dr.,60,Chief Medical Officer and Executive Vice President of Research & Dev,11/4/1957,Scorpio,873,11,4,,,,1,1,1,1,,,0
2111,1957,7588710,Franklin Lakes,BECTON DICKINSON & CO,Health Care Equipment,NJ,46686,Robert,Robert F. Martinovich,Martinovich,F.,MALE,Mr.,58,Chief Administrative Officer and Executive Vice President,11/12/1957,Scorpio,2820,11,12,,,,1,1,1,1,,,0
8151,1957,68268010,Tulsa,ONEOK INC,Oil & Gas Storage & Transportation,OK,41241,Mark,Mark F. McGettrick,McGettrick,F.,MALE,Mr.,58,Chief Financial Officer and Executive Vice President,11/14/1957,Scorpio,2351,11,14,,,,1,1,1,1,,,0
4029,1957,25746U10,Richmond,DOMINION ENERGY INC,Multi-Utilities,VA,29184,Teresa,Teresa Mosley Sebastian,Sebastian,Mosle,FEMA,Ms.,59,"Chief Compliance Officer, Senior Vice President, General Counsel and",11/14/1957,Scorpio,4064,11,14,,,,1,1,1,1,,,0
31846,1957,23719410,Orlando,DARDEN RESTAURANTS INC,Restaurants,FL,48108,David,David A. Barnes,Barnes,A.,MALE,Mr.,60,"Chief Information Officer, Senior Vice President and Global Business",11/15/1957,,640,11,15,,,,1,1,1,1,,,0
10920,1957,91131210,Atlanta,UNITED PARCEL SERVICE INC,Air Freight & Logistics,GA,40914,Michae,Michael S. Ciskowski,Ciskowski,S.,MALE,Mr.,58,Chief Financial Officer and Executive Vice President,11/19/1957,Scorpio,2661,11,19,,,,1,1,1,1,,,0
15247,1957,91913Y10,San Antonio,VALERO ENERGY CORP,Oil & Gas Refining & Marketing,TX,26078,David,David G. Mengebier,Mengebier,G.,MALE,Mr.,58,"Chief Compliance Officer, Senior Vice President and President of Con",11/21/1957,,711,11,21,,,,1,1,1,1,,,0
3439,1957,12589610,Jackson,CMS ENERGY CORP,Multi-Utilities,MI,41149,Ruth,Ruth M. Porat,Porat,M.,FEMA,Ms.,58,Chief Financial Officer and Executive Vice President,11/23/1957,Sagittarius,3725,11,23,,,,1,1,1,1,,,0
12124,1957,61744644,New York,MORGAN STANLEY,Investment Banking & Brokerage,NY,41296,Ruth,Ruth M. Porat,Porat,M.,FEMA,Ms.,58,Chief Financial Officer and Senior Vice President,11/23/1957,Sagittarius,3726,11,23,,,,1,1,1,1,,,0
160329,1957,02079K30,Mountain View,ALPHABET INC,Internet Software & Services,CA,41296,Robert,Robert K. Reeves,Reeves,K.,MALE,Mr.,58,Chief Administrative Officer and Executive Vice President of Law,12/12/1957,Sagittarius,2869,12,12,,,,1,1,1,1,,,0
11923,1957,3251110,The Woodlands,ANADARKO PETROLEUM CORP,Oil & Gas Exploration & Production,TX,19145,Myla,"Myla P. Lai-Goldman, Ph.D.,","Lai-Goldman,",P.,FEMA,Dr.,58,"executive vp, chief scientific officer & medical director",12/15/1957,,4971,12,15,,,,1,1,1,1,,,0
14960,1957,50540R40,Burlington,LABORATORY CP OF AMER HLDGS,Health Care Services,NC,22093,Timoth,Timothy Mark Dunbar,Dunbar,Mark,MALE,Mr.,58,Chief Investment Officer and Executive Vice President,12/15/1957,Sagittarius,3070,12,15,,,,1,1,1,1,,,0
145701,1957,74251V10,Des Moines,PRINCIPAL FINANCIAL GRP INC,Life & Health Insurance,IA,49473,Paul,Paul C. Grint,Grint,C.,MALE,Mr.,,senior vp & chief medical officer,12/21/1957,Sagittarius,5100,12,21,,,,1,1,1,1,,,0
24468,1957,09062X10,Cambridge,BIOGEN INC,Biotechnology,MA,24895,J.,J. Michael Schlotman,Schlotman,Micha,MALE,Mr.,58,Chief Financial Officer and Executive Vice President,12/22/1957,capricorn,1361,12,22,,,,1,1,1,1,,,0
6502,1957,50104410,Cincinnati,KROGER CO,Food Retail,OH,31178,Jacque,Jacques Tortoroli,Tortoroli,,MALE,Mr.,57,"senior vp, controller & chief accounting officer",12/27/1957,capricorn,1397,12,27,,,,1,1,1,1,,,0
165675,1957,92553P20,New York,VIACOM INC,Movies & Entertainment,NY,24949,Omkara,"Omkaram Nalamasu, Ph.D.","Nalamasu, Ph.",,MALE,Dr.,58,"Chief Technology Officer, Senior Vice President and President of App",1/5/1958,Capricorn,5038,1,5,,,,1,1,1,1,,,0
1704,1958,3822210,Santa Clara,APPLIED MATERIALS INC,Semiconductor Equipment,CA,45164,Edward,Edward S. Pliner,Pliner,S.,MALE,Mr.,,senior vp & chief finance officer,1/9/1958,Capricorn,848,1,9,,,,1,1,1,1,,,0
8972,1958,75511150,Waltham,RAYTHEON CO,Aerospace & Defense,MA,26063,Ralph,Ralph J. Nicoletti,Nicoletti,J.,MALE,Mr.,58,Chief Financial Officer and Executive Vice President,1/12/1958,Capricorn,3483,1,12,,,,1,1,1,1,,,0
2547,1958,12550910,Bloomfield,CIGNA CORP,Managed Health Care,CT,32114,Ralph,Ralph J. Nicoletti,Nicoletti,J.,MALE,Mr.,58,Chief Financial Officer and Executive Vice President,1/12/1958,Capricorn,3485,1,12,,,,1,1,1,1,,,0
13646,1958,88654710,New York,TIFFANY & CO,Specialty Stores,NY,32114,Ralph,Ralph J. Nicoletti,Nicoletti,J.,MALE,Mr.,58,Chief Financial Officer and Executive Vice President,1/12/1958,Capricorn,3484,1,12,,,,1,1,1,1,,,0
7875,1958,65122910,Hoboken,NEWELL BRANDS INC,Housewares & Specialties,NJ,32114,Willia,William R. Jellison,Jellison,R.,MALE,Mr.,58,"Chief Financial Officer, Principal Accounting Officer and Senior Vic",1/14/1958,Capricorn,3329,1,14,,,,1,1,1,1,,,0
13700,1958,24906P10,York,DENTSPLY SIRONA INC,Health Care Supplies,PA,19376,Marta,Marta R. Stewart,Stewart,R.,FEMA,Ms.,58,Chief Financial Officer and Executive Vice President of Finance,1/30/1958,Aquarius,2412,1,30,,,,1,1,1,1,,,0
7923,1958,65584410,Norfolk,NORFOLK SOUTHERN CORP,Railroads,VA,45473,Angela,Angela A. Buonocore,Buonocore,A.,FEMA,Ms.,58,Chief Communications Officer and Senior Vice President,2/14/1958,Aquarius,158,2,14,,,,1,1,1,1,,,0
189491,1958,98419M10,Rye Brook,XYLEM INC,Industrial Machinery,NY,42325,Roger,Roger S. Manny,Manny,S.,MALE,Mr.,58,Chief Financial Officer and Executive Vice President,2/17/1958,Aquarius,3674,2,17,,,,1,1,1,1,,,0
6788,1958,75281A10,Fort Worth,RANGE RESOURCES CORP,Oil & Gas Exploration & Production,TX,33715,Alan,Alan W. George,George,W.,MALE,Mr.,58,Chief Investment Officer and Executive Vice President,2/18/1958,Aquarius,58,2,18,,,,1,1,1,1,,,0
28733,1958,29476L10,Chicago,EQUITY RESIDENTIAL,Residential REITs,IL,23060,Edward,Edward Julian Eames,Eames,Julia,MALE,Mr.,60,Chief Operations Officer and Executive Vice President,2/19/1958,Pisces,840,2,19,,,,1,1,1,1,,,0
121077,1958,31561610,Seattle,F5 NETWORKS INC,Communications Equipment,WA,28598,Michae,"Michael B. Berman, J.D.","Berman, J.D.",B.,MALE,Mr.,58,Chief Financial Officer and Executive Vice President,2/25/1958,Pisces,2524,2,25,,,,1,1,1,1,,,0
28119,1958,36174X10,Chicago,GGP INC,Retail REITs,IL,42867,Martha,Martha Michele Burns,Burns,Miche,FEMA,Ms.,58,executive vp & chief finance officer,2/27/1958,Pisces,2416,2,27,,,,1,1,1,1,,,0
